Observations,Brand preferences,Total sales,Fuel types,trim,body,transmission
9/1/1999,Mahindra,15.568,Bio Diesel,Advance and Entertainment Packages,SUV,automatic
9/1/1999,Toyota,15.568,Bio Diesel,SE,Sedan,automatic
9/1/1999,Suzuki,15.568,Ethanol,650i,Convertible,automatic
9/1/1999,Mahindra,15.584,Gasoline,2LT,Sedan,automatic
9/1/1999,BYD,15.584,Gasoline,LT,Crew Cab,automatic
9/1/1999,Kia Corporation,15.584,Gasoline,2LT,Sedan,automatic
9/1/1999,Toyota,15.584,Gasoline,LX,SUV,automatic
9/1/1999,Suzuki,15.587,Bio Diesel,2LT,Sedan,automatic
1/1/2000,Tata motors,15.587,Ethanol,T5,Wagon,automatic
1/1/2000,Mahindra,15.587,Bio Diesel,LS,Coupe,manual
2/1/2000,Toyota,15.587,Bio Diesel,2.5 S,Sedan,automatic
2/1/2000,Suzuki,15.614,Ethanol,650i,Convertible,automatic
2/1/2000,Mahindra,15.614,Gasoline,SE,Sedan,automatic
3/1/2000,Hyundai,15.614,Gasoline,535d,Sedan,automatic
3/1/2000,Nissan,15.619,Gasoline,650i,Convertible,automatic
3/1/2000,Nissan,15.619,Ethanol,LX,SUV,automatic
4/1/2000,Mahindra,15.619,Ethanol,Luxury,SUV,automatic
4/1/2000,Suzuki,15.619,Ethanol,xDrive35i,SUV,automatic
4/1/2000,Xiaomi,15.645,Diesel,SE,Sedan,automatic
5/1/2000,Tesla,15.645,Diesel,1LT,Sedan,
5/1/2000,BYD,15.645,Gasoline,LT,Crew Cab,automatic
5/1/2000,Kia Corporation,15.645,Gasoline,LX,SUV,automatic
6/1/2000,Toyota,15.655,Gasoline,LX,SUV,automatic
6/1/2000,Suzuki,15.655,Bio Diesel,Base,Sedan,automatic
6/1/2000,Tata motors,15.655,Ethanol,LX,SUV,automatic
6/1/2000,Xiaomi,15.655,Gasoline,T5,Wagon,automatic
7/1/2000,Mahindra,15.66,Bio Diesel,LT,Coupe,automatic
7/1/2000,Toyota,15.66,Bio Diesel,2LT,Sedan,automatic
7/1/2000,Suzuki,15.66,Ethanol,SE,Sedan,automatic
7/1/2000,Tesla,15.66,Ethanol,G37 Sport,G Coupe,automatic
7/1/2000,BYD,15.665,Ethanol,G37 Journey,G Sedan,automatic
7/1/2000,Kia Corporation,15.665,Ethanol,G37 Journey,G Sedan,automatic
8/1/2000,Mahindra,15.665,Gasoline,G37 Sport,G Coupe,automatic
8/1/2000,Hyundai,15.668,Gasoline,G37 Sport,G Coupe,automatic
8/1/2000,Nissan,15.668,Gasoline,G37 Journey,G Sedan,automatic
8/1/2000,Toyota,15.668,Diesel,G37 Journey,G Sedan,automatic
8/1/2000,Suzuki,15.682,Diesel,FX37,SUV,automatic
8/1/2000,Tata motors,15.682,Gasoline,G37 Journey,G Sedan,automatic
9/1/2000,Nissan,15.682,Ethanol,Limited,SUV,automatic
9/1/2000,Mahindra,15.682,Ethanol,5.0 R-Spec,Sedan,automatic
9/1/2000,Suzuki,15.704,Gasoline,Signature,Sedan,automatic
9/1/2000,Mahindra,15.704,Gasoline,G37 Journey,G Sedan,automatic
9/1/2000,Toyota,15.704,Gasoline,GLS,Sedan,automatic
9/1/2000,Suzuki,15.704,Bio Diesel,Limited,SUV,automatic
1/1/2001,Mahindra,15.705,Ethanol,GLS,Sedan,automatic
1/1/2001,Hyundai,15.705,Bio Diesel,G37 Sport,G Coupe,automatic
2/1/2001,Nissan,15.705,Bio Diesel,GLS,Sedan,automatic
2/1/2001,Nissan,15.711,Ethanol,G37 Journey,G Sedan,automatic
2/1/2001,Mahindra,15.711,Gasoline,G37 Sport,G Coupe,automatic
3/1/2001,Suzuki,15.711,Gasoline,GLS,Sedan,automatic
3/1/2001,Xiaomi,15.711,Gasoline,GLS,Sedan,manual
3/1/2001,Tesla,15.712,Ethanol,GLS,Sedan,automatic
4/1/2001,BYD,15.712,Ethanol,GLS,Sedan,automatic
4/1/2001,Kia Corporation,15.712,Ethanol,Limited,Sedan,automatic
4/1/2001,BYD,15.712,Diesel,G37 Journey,G Sedan,automatic
5/1/2001,Tesla,15.721,Diesel,Limited,Sedan,automatic
5/1/2001,Mahindra,15.721,Gasoline,Sport,SUV,automatic
5/1/2001,Suzuki,15.721,Gasoline,G37 Journey,G Sedan,automatic
6/1/2001,Tesla,15.724,Gasoline,G37 Journey,G Sedan,automatic
6/1/2001,Nissan,15.724,Bio Diesel,G37 Journey,G Sedan,automatic
6/1/2001,Mahindra,15.724,Ethanol,G37 Journey,G Sedan,automatic
7/1/2001,Suzuki,15.724,Bio Diesel,G37 Sport,G Coupe,automatic
7/1/2001,Xiaomi,15.727,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2001,Tesla,15.727,Ethanol,GLS,Sedan,automatic
8/1/2001,BYD,15.727,Gasoline,Limited,SUV,automatic
8/1/2001,Kia Corporation,15.742,Gasoline,GLS,Sedan,automatic
8/1/2001,Toyota,15.742,Gasoline,Limited,Sedan,automatic
9/1/2001,Suzuki,15.742,Ethanol,GLS,Sedan,automatic
9/1/2001,Tata motors,15.742,Ethanol,Limited,Sedan,automatic
9/1/2001,Mahindra,15.757,Ethanol,GLS,Sedan,automatic
3/1/2002,Toyota,15.757,Diesel,G37 Journey,G Sedan,automatic
3/1/2002,Suzuki,15.757,Diesel,G37 Journey,G Sedan,automatic
4/1/2002,Mahindra,15.799,Gasoline,G37 Journey,G Sedan,automatic
4/1/2002,Hyundai,15.799,Gasoline,G37 Journey,G Sedan,automatic
4/1/2002,Nissan,15.799,Gasoline,G37 Journey,G Sedan,automatic
5/1/2002,Nissan,15.811,Bio Diesel,G37 Journey,G Sedan,automatic
5/1/2002,Mahindra,15.811,Ethanol,Limited,Sedan,automatic
5/1/2002,Suzuki,15.811,Bio Diesel,Sport 2.0T,SUV,automatic
6/1/2002,Xiaomi,15.813,Bio Diesel,G37 Journey,G Sedan,automatic
6/1/2002,Tesla,15.813,Ethanol,G37 Journey,G Sedan,automatic
6/1/2002,BYD,15.813,Gasoline,Limited,Sedan,automatic
7/1/2002,Kia Corporation,15.816,Gasoline,G37 Journey,G Sedan,automatic
7/1/2002,BYD,15.816,Gasoline,GLS,Sedan,automatic
7/1/2002,Tesla,15.816,Ethanol,G37 Journey,G Sedan,automatic
8/1/2002,Mahindra,15.816,Ethanol,Turbo,Hatchback,automatic
8/1/2002,Suzuki,15.825,Ethanol,G37 Sport,G Coupe,automatic
8/1/2002,Tesla,15.825,Diesel,GLS,Sedan,automatic
9/1/2002,Nissan,15.825,Diesel,SE,Elantra Coupe,automatic
9/1/2002,Mahindra,15.825,Gasoline,G37 Sport,G Coupe,automatic
9/1/2002,Suzuki,15.827,Gasoline,G37 Journey,G Sedan,automatic
1/1/2003,Suzuki,15.827,Ethanol,G37 Journey,G Sedan,automatic
1/1/2003,Mahindra,15.827,Ethanol,G37 Journey,G Sedan,automatic
1/1/2003,Hyundai,15.835,Gasoline,G37 Journey,G Sedan,automatic
2/1/2003,Nissan,15.835,Gasoline,G37 Journey,G Sedan,automatic
2/1/2003,Nissan,15.835,Ethanol,GLS,Sedan,automatic
2/1/2003,Mahindra,15.837,Ethanol,G37 Journey,G Sedan,automatic
3/1/2003,Suzuki,15.837,Ethanol,G37 Journey,G Sedan,automatic
3/1/2003,Xiaomi,15.837,Diesel,G37 Journey,G Sedan,automatic
3/1/2003,Tesla,15.845,Diesel,GLS,Sedan,automatic
4/1/2003,BYD,15.845,Gasoline,G37 Journey,G Sedan,automatic
4/1/2003,Kia Corporation,15.845,Gasoline,Limited,Sedan,automatic
4/1/2003,Toyota,15.845,Gasoline,GS,Hatchback,automatic
5/1/2003,Suzuki,15.849,Bio Diesel,GLS,Sedan,automatic
5/1/2003,Tata motors,15.849,Ethanol,G37 Journey,G Sedan,automatic
5/1/2003,Mahindra,15.849,Bio Diesel,FX37,SUV,automatic
6/1/2003,Toyota,15.849,Bio Diesel,GLS,Sedan,automatic
6/1/2003,Suzuki,15.854,Ethanol,G37 Journey,G Sedan,automatic
6/1/2003,Mahindra,15.854,Gasoline,G37 Journey,G Sedan,automatic
7/1/2003,Hyundai,15.854,Gasoline,GLS,Sedan,automatic
7/1/2003,Nissan,15.854,Gasoline,Base,Sedan,automatic
7/1/2003,Nissan,15.857,Ethanol,Sport 2.0T,SUV,automatic
8/1/2003,Mahindra,15.857,Ethanol,GLS,Sedan,automatic
8/1/2003,Suzuki,15.857,Ethanol,Base,Sedan,automatic
8/1/2003,Xiaomi,15.861,Diesel,G37 Journey,G Sedan,automatic
9/1/2003,Tesla,15.861,Diesel,GLS,Sedan,automatic
9/1/2003,BYD,15.861,Gasoline,G37 Sport,G Coupe,automatic
9/1/2003,Kia Corporation,15.884,Gasoline,G37 Sport,G Coupe,automatic
3/1/2004,Suzuki,15.884,Gasoline,G37 Journey,G Sedan,automatic
3/1/2004,Xiaomi,15.884,Bio Diesel,G37 Journey,G Sedan,automatic
4/1/2004,Tesla,15.89,Ethanol,GLS,SUV,automatic
4/1/2004,BYD,15.89,Bio Diesel,G37 Journey,G Sedan,automatic
4/1/2004,Kia Corporation,15.89,Bio Diesel,G37 Journey,G Sedan,automatic
5/1/2004,Toyota,15.89,Ethanol,GLS,Sedan,automatic
5/1/2004,Suzuki,15.894,Gasoline,Limited,Sedan,automatic
5/1/2004,Tata motors,15.894,Gasoline,Base,Sedan,automatic
6/1/2004,Mahindra,15.894,Gasoline,G37 Journey,G Sedan,automatic
6/1/2004,Toyota,15.894,Ethanol,G37 Journey,G Sedan,automatic
6/1/2004,Suzuki,15.903,Ethanol,G37 Journey,G Sedan,automatic
7/1/2004,Mahindra,15.903,Ethanol,Limited,Sedan,automatic
7/1/2004,Hyundai,15.903,Diesel,G37 Journey,G Sedan,automatic
7/1/2004,Nissan,15.909,Diesel,Base,Sedan,automatic
8/1/2004,Nissan,15.909,Gasoline,G37 Sport,G Coupe,automatic
8/1/2004,Mahindra,15.909,Gasoline,GLS,Sedan,automatic
8/1/2004,Suzuki,15.92,Gasoline,G37 Journey,G Sedan,automatic
9/1/2004,Xiaomi,15.92,Bio Diesel,5.0 R-Spec,Sedan,automatic
9/1/2004,Tesla,15.92,Ethanol,Ultimate,Sedan,automatic
9/1/2004,BYD,15.92,Bio Diesel,G37 Journey,G Sedan,automatic
3/1/2005,Kia Corporation,15.923,Bio Diesel,GLS,Sedan,automatic
3/1/2005,Toyota,15.923,Ethanol,GLS,Sedan,automatic
4/1/2005,Suzuki,15.923,Gasoline,GLS,Sedan,automatic
4/1/2005,Tata motors,15.923,Gasoline,G37 Journey,G Sedan,automatic
4/1/2005,Mahindra,15.932,Gasoline,G37 Journey,G Sedan,automatic
5/1/2005,Toyota,15.932,Ethanol,G37 Journey,G Sedan,automatic
5/1/2005,Suzuki,15.932,Ethanol,GLS,Sedan,automatic
5/1/2005,Mahindra,15.941,Gasoline,G37 Journey,G Sedan,automatic
6/1/2005,Hyundai,15.941,Gasoline,Turbo,Hatchback,automatic
6/1/2005,Nissan,15.941,Ethanol,G37 Journey,G Sedan,automatic
6/1/2005,Nissan,15.941,Ethanol,G37 Journey,G Sedan,automatic
7/1/2005,Mahindra,15.945,Ethanol,Base,Sedan,automatic
7/1/2005,Suzuki,15.945,Diesel,G37 Journey,G Sedan,automatic
7/1/2005,Xiaomi,15.945,Diesel,G37 Journey,G Sedan,automatic
8/1/2005,Tesla,15.948,Gasoline,GLS,Sedan,automatic
8/1/2005,BYD,15.948,Gasoline,G37 Sport,G Coupe,automatic
8/1/2005,Kia Corporation,15.948,Gasoline,G37 Journey,G Sedan,automatic
9/1/2005,Toyota,15.993,Bio Diesel,GLS,Sedan,automatic
9/1/2005,Suzuki,15.993,Ethanol,G37 Sport,G Coupe,automatic
9/1/2005,Tata motors,15.993,Bio Diesel,Base,Sedan,automatic
1/1/2006,BYD,15.993,Gasoline,Limited,Sedan,automatic
2/1/2006,Kia Corporation,15.993,Gasoline,G37 Journey,G Sedan,automatic
2/1/2006,BYD,15.993,Bio Diesel,GLS,Sedan,automatic
2/1/2006,Tesla,15.993,Ethanol,G37 Journey,G Sedan,automatic
3/1/2006,Mahindra,16.013,Bio Diesel,SE,Hatchback,automatic
3/1/2006,Suzuki,16.013,Bio Diesel,GLS,Sedan,automatic
3/1/2006,Tesla,16.013,Ethanol,G37 Journey,G Sedan,automatic
4/1/2006,Toyot+B2:B85a,16.013,Gasoline,GLS,Sedan,automatic
4/1/2006,Suzuki,16.021,Gasoline,GLS,Sedan,automatic
4/1/2006,Tata motors,16.021,Gasoline,G37 Sport,G Coupe,automatic
5/1/2006,Mahindra,16.021,Ethanol,G37 Journey,G Sedan,automatic
5/1/2006,Toyota,16.024,Ethanol,G37 Journey,G Sedan,automatic
5/1/2006,Suzuki,16.024,Ethanol,Limited,Sedan,automatic
6/1/2006,Mahindra,16.024,Diesel,G37 Sport,G Coupe,automatic
6/1/2006,Hyundai,16.024,Diesel,3.8,Sedan,automatic
6/1/2006,Nissan,16.03,Gasoline,Sport 2.0T,SUV,automatic
7/1/2006,Toyota,16.03,Diesel,GLS,Sedan,automatic
7/1/2006,Suzuki,16.03,Diesel,GLS,Sedan,automatic
7/1/2006,Xiaomi,16.044,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2006,Tesla,16.044,Ethanol,3.8,Sedan,automatic
7/1/2006,Xiaomi,16.044,Gasoline,GLS,Sedan,automatic
7/1/2006,Tesla,16.044,Bio Diesel,GLS,Sedan,automatic
7/1/2006,BYD,16.045,Gasoline,G37 Sport,G Coupe,automatic
7/1/2006,Tesla,16.045,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2006,Mahindra,16.045,Gasoline,Sport 2.0T,SUV,automatic
7/1/2006,Toyota,16.045,Ethanol,GS,Elantra Coupe,automatic
7/1/2006,Kia Corporation,16.06,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2006,Toyota,16.06,Ethanol,GLS,Sedan,automatic
7/1/2006,Hyundai,16.06,Diesel,Ultimate,Sedan,automatic
7/1/2006,Nissan,16.06,Diesel,GLS,Sedan,automatic
7/1/2006,Mahindra,16.079,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2006,Toyota,16.079,Ethanol,Base,Sedan,
7/1/2006,Nissan,16.079,Gasoline,G37 Journey,G Sedan,automatic
7/1/2006,Mahindra,16.083,Gasoline,SE,Hatchback,automatic
7/1/2006,Suzuki,16.083,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2006,Tata motors,16.083,Gasoline,G37 Journey,G Sedan,automatic
7/1/2006,Mahindra,16.083,Ethanol,G37 Journey,G Sedan,automatic
7/1/2006,BYD,16.114,Diesel,G37 Journey,G Sedan,automatic
7/1/2006,Kia Corporation,16.114,Diesel,Base,Sedan,automatic
7/1/2006,Mahindra,16.114,Bio Diesel,GLS,Sedan,automatic
7/1/2006,Suzuki,16.118,Ethanol,G37 Journey,G Sedan,automatic
8/1/2006,Mahindra,16.118,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Hyundai,16.118,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Nissan,16.118,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,BYD,16.119,Gasoline,GLS,Sedan,automatic
8/1/2006,Kia Corporation,16.119,Gasoline,Limited,Sedan,automatic
8/1/2006,Toyota,16.119,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,BYD,16.119,Ethanol,Base,Hatchback,automatic
8/1/2006,Kia Corporation,16.124,Bio Diesel,GLS,Sedan,automatic
8/1/2006,Toyota,16.124,Bio Diesel,GLS,Sedan,automatic
8/1/2006,Mahindra,16.124,Ethanol,GLS,Sedan,automatic
8/1/2006,Suzuki,16.148,Bio Diesel,Limited,SUV,automatic
8/1/2006,Tesla,16.148,Bio Diesel,G37 Journey,G Sedan,automatic
8/1/2006,Suzuki,16.148,Ethanol,3.8 Track,Genesis Coupe,automatic
8/1/2006,Mahindra,16.148,Ethanol,Limited,Sedan,automatic
8/1/2006,Hyundai,16.149,Diesel,Sport,SUV,automatic
8/1/2006,Suzuki,16.149,Gasoline,5.0 R-Spec,Sedan,automatic
8/1/2006,Tata motors,16.149,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Mahindra,16.173,Gasoline,GLS,Sedan,automatic
8/1/2006,Nissan,16.173,Gasoline,GLS,Sedan,automatic
8/1/2006,Mahindra,16.173,Gasoline,GS,Hatchback,manual
8/1/2006,Suzuki,16.179,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Suzuki,16.179,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Mahindra,16.179,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Hyundai,16.182,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Xiaomi,16.182,Ethanol,Limited,SUV,automatic
8/1/2006,Tesla,16.182,Bio Diesel,Limited,Sedan,automatic
8/1/2006,BYD,16.182,Bio Diesel,G37 Journey,G Sedan,automatic
8/1/2006,Toyota,16.186,Ethanol,GLS,Sedan,automatic
8/1/2006,Suzuki,16.186,Ethanol,GLS,Sedan,automatic
8/1/2006,Mahindra,16.186,Diesel,G37 Journey,G Sedan,automatic
8/1/2006,BYD,16.191,Gasoline,Limited,Sedan,automatic
8/1/2006,Tesla,16.191,Gasoline,G37 Sport,G Coupe,automatic
8/1/2006,Mahindra,16.191,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Xiaomi,16.193,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,Tesla,16.193,Gasoline,G37 Journey,G Sedan,automatic
8/1/2006,BYD,16.193,Gasoline,G37 Journey,G Sedan,automatic
9/1/2006,Nissan,16.197,Bio Diesel,Limited,Sedan,automatic
9/1/2006,Mahindra,16.197,Ethanol,G37 Sport,G Coupe,automatic
9/1/2006,Suzuki,16.197,Bio Diesel,G37 Sport,G Coupe,automatic
9/1/2006,Suzuki,16.198,Ethanol,G37 Journey,G Sedan,automatic
9/1/2006,Tata motors,16.198,Ethanol,3.8,Sedan,automatic
9/1/2006,Mahindra,16.198,Ethanol,G37 Journey,G Sedan,automatic
9/1/2006,Suzuki,16.198,Ethanol,GLS,Sedan,automatic
9/1/2006,Tata motors,16.222,Gasoline,G37 Journey,G Sedan,automatic
9/1/2006,Mahindra,16.222,Gasoline,GLS,Sedan,automatic
9/1/2006,Toyota,16.222,Gasoline,G37 Journey,G Sedan,automatic
9/1/2006,Toyot+B2:B85a,16.244,Ethanol,GLS,Sedan,automatic
9/1/2006,Suzuki,16.244,Gasoline,Sport 2.0T,SUV,automatic
9/1/2006,Tata motors,16.244,Gasoline,GLS,Sedan,automatic
9/1/2006,Nissan,16.259,Diesel,G37 Journey,G Sedan,automatic
9/1/2006,Nissan,16.259,Gasoline,GLS,Sedan,automatic
9/1/2006,Mahindra,16.259,Gasoline,G37 Journey,G Sedan,automatic
9/1/2006,Toyota,16.262,Ethanol,GLS,Sedan,automatic
9/1/2006,Suzuki,16.262,Ethanol,G37 Sport,G Coupe,automatic
9/1/2006,Mahindra,16.262,Ethanol,G37 Journey,G Sedan,automatic
9/1/2006,Xiaomi,16.262,Bio Diesel,G37 Journey,G Sedan,automatic
9/1/2006,Tesla,16.298,Ethanol,G37 Sport,G Coupe,automatic
9/1/2006,BYD,16.298,Bio Diesel,G37 Journey,G Sedan,automatic
9/1/2006,Nissan,16.298,Ethanol,GLS,Sedan,automatic
9/1/2006,Nissan,16.298,Ethanol,G37 Journey,G Sedan,automatic
9/1/2006,Mahindra,16.302,Ethanol,SE,Sedan,automatic
9/1/2006,Suzuki,16.302,Diesel,GLS,Sedan,automatic
9/1/2006,Xiaomi,16.302,Diesel,GLS,Sedan,automatic
9/1/2006,Tesla,16.302,Gasoline,Unlimited Rubicon,SUV,manual
9/1/2006,Kia Corporation,16.302,Ethanol,EX Hybrid,Sedan,automatic
9/1/2006,Toyota,16.302,Gasoline,2.5,Sedan,automatic
9/1/2006,Suzuki,16.302,Gasoline,S550,Sedan,automatic
9/1/2006,Hyundai,16.308,Diesel,2.5,Sedan,automatic
9/1/2006,Nissan,16.308,Gasoline,Base,Sedan,automatic
9/1/2006,Nissan,16.308,Gasoline,SE,SUV,automatic
9/1/2006,Mahindra,16.308,Gasoline,EX Hybrid,Sedan,automatic
9/1/2006,Suzuki,16.313,Bio Diesel,C250,Coupe,automatic
9/1/2006,Tesla,16.313,Ethanol,SX,Sedan,automatic
9/1/2006,Nissan,16.313,Bio Diesel,2.5,Sedan,automatic
9/1/2006,Kia Corporation,16.313,Ethanol,2.5,Sedan,automatic
9/1/2006,Toyota,16.348,Ethanol,G37 Journey,G Sedan,automatic
9/1/2006,Suzuki,16.348,Ethanol,2.5,Sedan,automatic
1/1/2007,Suzuki,16.348,Bio Diesel,Unlimited Sahara,SUV,automatic
1/1/2007,Xiaomi,16.348,Ethanol,Sport,Hatchback,automatic
1/1/2007,Tesla,16.348,Bio Diesel,2.5,Sedan,automatic
2/1/2007,BYD,16.348,Bio Diesel,LX,Sedan,automatic
2/1/2007,Kia Corporation,16.348,Ethanol,C250 Sport,Sedan,automatic
2/1/2007,Toyota,16.352,Gasoline,LX,Sedan,automatic
3/1/2007,Suzuki,16.352,Gasoline,2.5,Sedan,automatic
3/1/2007,Tata motors,16.352,Gasoline,Touring,Hatchback,automatic
3/1/2007,Mahindra,16.354,Ethanol,M37,Sedan,automatic
4/1/2007,Toyota,16.354,Ethanol,EX Hybrid,Sedan,automatic
4/1/2007,Suzuki,16.354,Ethanol,Base,Convertible,automatic
4/1/2007,Mahindra,16.365,Diesel,+,Wagon,automatic
5/1/2007,Hyundai,16.365,Diesel,LX,SUV,automatic
5/1/2007,Nissan,16.365,Gasoline,LX,Sedan,automatic
5/1/2007,Nissan,16.367,Gasoline,Base,Wagon,manual
6/1/2007,Mahindra,16.367,Gasoline,LE,SUV,automatic
6/1/2007,Suzuki,16.367,Bio Diesel,C250 Sport,Sedan,automatic
6/1/2007,Xiaomi,16.373,Ethanol,SLK350,Convertible,automatic
7/1/2007,Tesla,16.373,Bio Diesel,Base,Sedan,automatic
7/1/2007,BYD,16.373,Bio Diesel,E350 Sport,Sedan,automatic
7/1/2007,Kia Corporation,16.379,Ethanol,i SV,Sedan,automatic
8/1/2007,Toyota,16.379,Gasoline,Base,Hatchback,automatic
8/1/2007,Suzuki,16.379,Gasoline,Base,Hatchback,automatic
8/1/2007,Tata motors,16.386,Gasoline,S550,Sedan,
9/1/2007,Mahindra,16.386,Ethanol,Touring,SUV,automatic
3/1/2008,Suzuki,16.386,Gasoline,G37 Journey,G Sedan,automatic
3/1/2008,Mahindra,16.428,Gasoline,2.5 S,Coupe,automatic
3/1/2008,Hyundai,16.428,Ethanol,LX,Sedan,automatic
4/1/2008,Nissan,16.428,Ethanol,Touring,SUV,automatic
4/1/2008,Nissan,16.437,Ethanol,SX,SUV,automatic
4/1/2008,Mahindra,16.437,Diesel,2.5,Sedan,automatic
5/1/2008,Suzuki,16.437,Diesel,2.5,Sedan,automatic
5/1/2008,Xiaomi,16.437,Gasoline,2.5,Sedan,automatic
5/1/2008,Tesla,16.438,Gasoline,Latitude,SUV,automatic
6/1/2008,BYD,16.438,Gasoline,Base,Coupe,automatic
6/1/2008,Kia Corporation,16.438,Bio Diesel,2.5 S,Coupe,automatic
6/1/2008,BYD,16.446,Ethanol,i Touring,Sedan,automatic
7/1/2008,Tesla,16.446,Bio Diesel,JX35,SUV,automatic
7/1/2008,Mahindra,16.446,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2008,Suzuki,16.455,Ethanol,Base,SUV,automatic
8/1/2008,Tesla,16.455,Gasoline,G37x,G Sedan,automatic
8/1/2008,Nissan,16.455,Gasoline,SX,Sedan,automatic
8/1/2008,Mahindra,16.458,Gasoline,2.5,Sedan,automatic
9/1/2008,Suzuki,16.458,Ethanol,SX,Hatchback,manual
9/1/2008,Xiaomi,16.458,Ethanol,2.5,Sedan,automatic
9/1/2008,Tesla,16.463,Ethanol,Base,SUV,automatic
1/1/2009,Nissan,16.463,Gasoline,2.5,Sedan,automatic
1/1/2009,Nissan,16.463,Gasoline,+,Wagon,manual
2/1/2009,Mahindra,16.465,Gasoline,HSE LUX,SUV,automatic
2/1/2009,Suzuki,16.465,Ethanol,EX,Sedan,automatic
2/1/2009,Xiaomi,16.465,Ethanol,Touring,Minivan,automatic
3/1/2009,Tesla,16.467,Ethanol,LX,Hatchback,automatic
3/1/2009,BYD,16.467,Diesel,2.5,Sedan,automatic
3/1/2009,Kia Corporation,16.467,Diesel,G37x,G Sedan,automatic
4/1/2009,Toyota,16.47,Gasoline,i Sport,Sedan,automatic
4/1/2009,Suzuki,16.47,Gasoline,G37x,G Coupe,automatic
4/1/2009,Tata motors,16.47,Gasoline,M37,Sedan,automatic
5/1/2009,Mahindra,16.474,Bio Diesel,EX,Sedan,automatic
5/1/2009,Toyota,16.474,Ethanol,Touring,SUV,automatic
5/1/2009,Suzuki,16.474,Bio Diesel,2.5 S,Coupe,automatic
6/1/2009,Toyota,16.474,Ethanol,EX Hybrid,Sedan,automatic
6/1/2009,Suzuki,16.489,Gasoline,Base,Hatchback,automatic
6/1/2009,BYD,16.489,Diesel,Sport,Minivan,automatic
6/1/2009,Kia Corporation,16.489,Diesel,Base,Sedan,automatic
6/1/2009,Mahindra,16.513,Bio Diesel,LX,Sedan,automatic
6/1/2009,Hyundai,16.513,Ethanol,Pure Plus,SUV,automatic
6/1/2009,Nissan,16.513,Gasoline,Base,Hatchback,automatic
6/1/2009,Mahindra,16.513,Gasoline,2.5,Sedan,automatic
6/1/2009,Suzuki,16.52,Bio Diesel,G37 Journey,G Sedan,automatic
7/1/2009,Mahindra,16.52,Gasoline,LX,Sedan,manual
7/1/2009,Hyundai,16.52,Ethanol,LX,Sedan,automatic
7/1/2009,Nissan,16.523,Ethanol,Latitude,SUV,automatic
7/1/2009,BYD,16.523,Gasoline,SE,SUV,automatic
7/1/2009,Kia Corporation,16.523,Bio Diesel,G37 Journey,G Sedan,manual
7/1/2009,Toyota,16.524,Gasoline,C250,Coupe,automatic
7/1/2009,Suzuki,16.524,Gasoline,G37x,G Coupe,automatic
7/1/2009,Tata motors,16.524,Gasoline,L,Sedan,automatic
7/1/2009,Nissan,16.532,Gasoline,S550,Sedan,automatic
7/1/2009,Mahindra,16.532,Gasoline,EX Hybrid,Sedan,automatic
7/1/2009,Suzuki,16.532,Ethanol,SE,SUV,automatic
7/1/2009,Tesla,16.547,Ethanol,GLK350,SUV,automatic
7/1/2009,Nissan,16.547,Bio Diesel,2.5,Sedan,automatic
7/1/2009,Mahindra,16.547,Bio Diesel,Unlimited Sport,SUV,automatic
8/1/2009,Nissan,16.547,Ethanol,LX,SUV,automatic
8/1/2009,Mahindra,16.57,Diesel,2.5,Sedan,automatic
8/1/2009,Suzuki,16.57,Diesel,LX,Sedan,automatic
8/1/2009,Toyota,16.57,Ethanol,Limited,SUV,automatic
8/1/2009,Suzuki,16.593,Bio Diesel,C250,Coupe,automatic
8/1/2009,Tata motors,16.593,Bio Diesel,EX Hybrid,Sedan,automatic
8/1/2009,Mahindra,16.593,Bio Diesel,LX,Sedan,automatic
8/1/2009,Toyota,16.593,Ethanol,EX Hybrid,Sedan,automatic
8/1/2009,Suzuki,16.613,Bio Diesel,LX,Sedan,automatic
8/1/2009,Xiaomi,16.613,Ethanol,LX,Sedan,
8/1/2009,Tesla,16.613,Ethanol,G37x,G Sedan,automatic
8/1/2009,BYD,16.615,Diesel,G37 Journey,G Sedan,automatic
8/1/2009,Suzuki,16.615,Ethanol,E350 Sport BlueTEC,Sedan,automatic
8/1/2009,Xiaomi,16.615,Gasoline,S550,Sedan,automatic
8/1/2009,Tesla,16.634,Gasoline,Base,SUV,automatic
